Last connected at,Email,Full name,Access role,Organization,Team,Job title
,camille_fribault@connect-tech.sncf,Camille Fribault Fribault,viewer,Sncf Connect & Tech,,
,michael_marioni@connect-tech.sncf,Michael Marioni,viewer,Sncf Connect & Tech,finance,
,audrey.bour-herchin@verkor.com,Audrey Bour Herchin,user,Verkor,,
,jose.yap@verkor.com,Jose Yap,user,Verkor,,
,kevin.algoud@verkor.com,Kevin Algoud,user,Verkor,,
,kgrevin@raja.fr,Kgrevin,user,Raja,,
,pa_charton@connect-tech.sncf,Pierre-Alexandre Charton,viewer,Sncf Connect & Tech,customer_relationship,
,david.guerbadot@verkor.com,David Guerbadot,user,Verkor,,
,sid-ali.gherbi@verkor.com,Sid Ali Gherbi,user,Verkor,,
,christophe.malfoy@verkor.com,Christophe Malfoy,user,Verkor,,
,zinedine_ababsa@connect-tech.sncf,Zinedine Ababsa,viewer,Sncf Connect & Tech,,
,raihan-fikri.roslan@verkor.com,Raihan Fikri Roslan,user,Verkor,,
,emilie_saulnier@connect-tech.sncf,Emilie Saulnier,viewer,Sncf Connect & Tech,finance,
,rachid.habibi@verkor.com,Rachid Habibi,user,Verkor,,
,sebastien_kadjati@connect-tech.sncf,Sebastien Kadjati,viewer,Sncf Connect & Tech,it,
,eric.pereira@verkor.com,Eric Pereira,user,Verkor,,
,maxence.agez@verkor.com,Maxence Agez,user,Verkor,,
,alp-onurhan.kucuk@verkor.com,Alp Onurhan Kucuk,user,Verkor,,
,sylvain_lebarillec@connect-tech.sncf,Sylvain Le Barillec,viewer,Sncf Connect & Tech,marketing,
,mohd-syazwan.bin-mohd-patani@verkor.com,Mohd Syazwan Bin Mohd Patani,user,Verkor,,
,eleonore.julien@verkor.com,Eleonore Julien,user,Verkor,,
,gauthier.saint-auret@verkor.com,Gauthier Saint Auret,user,Verkor,,
,nawel.ouhab@verkor.com,Nawel Ouhab,user,Verkor,,
,mathias.bodo@verkor.com,Mathias Bodo,user,Verkor,,
,henry.bouly@verkor.com,Henry Bouly,user,Verkor,,
,tuan.tu@verkor.com,Tuan Tu,user,Verkor,,
,sara.el-alimi@verkor.com,Sara El Alimi,user,Verkor,,
,christophe.calme@verkor.com,Christophe Calme,user,Verkor,,
,gaia.ibrahim@verkor.com,Gaia Ibrahim,user,Verkor,,
,arnaud.chikh@verkor.com,Arnaud Chikh,user,Verkor,,
,marianne.favier@verkor.com,Marianne Favier,user,Verkor,,
,francois-xavier_reveillon@connect-tech.sncf,Francois Xavier Reveillon Reveillon,viewer,Sncf Connect & Tech,other,
,romain_kara@connect-tech.sncf,Romain Kara Kara,viewer,Sncf Connect & Tech,,
,jason.touret@verkor.com,Jason Touret,user,Verkor,,
,anthony.clement@verkor.com,Anthony Clement,user,Verkor,,
,jorge.serrano@verkor.com,Jorge Serrano,user,Verkor,,
,franck.vandewalle@verkor.com,Franck Vandewalle,user,Verkor,,
,hugo.goubelle@verkor.com,Hugo Goubelle,user,Verkor,,
,rachel.reynaud@verkor.com,Rachel Reynaud,user,Verkor,,
,cindy.hurtrel@verkor.com,Cindy Hurtrel,user,Verkor,,
,elodie_biane@connect-tech.sncf,Elodie Biane Biane,viewer,Sncf Connect & Tech,,
,frederique.vivier@verkor.com,Frederique Vivier,user,Verkor,,
,youngil.kwon@verkor.com,Youngil Kwon,user,Verkor,,
,laura.coser@verkor.com,Laura Coser,user,Verkor,,
,dominika.nalepa@verkor.com,Dominika Nalepa,user,Verkor,,
,mihajlo.dunderovic@verkor.com,Mihajlo Dunderovic,user,Verkor,,
,khader.malki@verkor.com,Khader Malki,user,Verkor,,
,erman.omurca@verkor.com,Erman Omurca,user,Verkor,,
,ghazaleh.fotoohi@verkor.com,Ghazaleh Fotoohi,user,Verkor,,
,yorick.noel@verkor.com,Yorick Noel,user,Verkor,,
,stephane.bernard@verkor.com,Stephane Bernard,user,Verkor,,
,olena.moliavko@verkor.com,Olena Moliavko,user,Verkor,,
,bastien.roumat@verkor.com,Bastien Roumat,user,Verkor,,
,remi.robin@verkor.com,Remi Robin,user,Verkor,,
,vuthara.pol@verkor.com,Vuthara Pol,user,Verkor,,
,hugo.manikian@verkor.com,Hugo Manikian,user,Verkor,,
,florian.vlietinck@verkor.com,Florian Vlietinck,user,Verkor,,
,antonin.plat@verkor.com,Antonin Plat,user,Verkor,,
,fabrice.meersseman@verkor.com,Fabrice Meersseman,user,Verkor,,
,deleuldj@raja.fr,Deleuldj,user,Raja,,
,michel.eberhardt@verkor.com,Michel Eberhardt,user,Verkor,,
,alexis.payen@verkor.com,Alexis Payen,user,Verkor,,
,anais.christophe@verkor.com,Anais Christophe,user,Verkor,,
,frederic.kempa@verkor.com,Frederic Kempa,user,Verkor,,
,sara.daim@verkor.com,Sara Daim,user,Verkor,,
,yannick.cotton@verkor.com,Yannick Cotton,user,Verkor,,
,benjamin.piedbois@verkor.com,Benjamin Piedbois,user,Verkor,,
,marc.level@verkor.com,Marc Level,user,Verkor,,
,charles-edouard.le-doussal@verkor.com,Charles Edouard Le Doussal,user,Verkor,,
,maya.attoui@verkor.com,Maya Attoui,user,Verkor,,
,taha.chiba@verkor.com,Taha Chiba,user,Verkor,,
,tanguy.huchin@verkor.com,Tanguy Huchin,user,Verkor,,
,alexandra.sciscioli@verkor.com,Alexandra Sciscioli,user,Verkor,,
,veronique.mosnier@verkor.com,Veronique Mosnier,user,Verkor,,
,ghislain.verryser@verkor.com,Ghislain Verryser,user,Verkor,,
,muhammad-izzudin.bin-rozman-azni@verkor.com,Muhammad Izzudin Bin Rozman Azni,user,Verkor,,
,chris.archer@macquarie.com,Chris Archer,user,Verkor,,
,ebetschart@raja.fr,Ebetschart,user,Raja,,
,nicolas.delva@verkor.com,Nicolas Delva,user,Verkor,,
,mehdi.chouchane@verkor.com,Mehdi Chouchane,user,Verkor,,
,elsa.parent@verkor.com,Elsa Parent,user,Verkor,,
,youngin.sim@verkor.com,Youngin Sim,user,Verkor,,
,benoit.merelle@verkor.com,Benoit Merelle,user,Verkor,,
,tom.mocellin@verkor.com,Tom Mocellin,user,Verkor,,
,maxime.suzan@verkor.com,Maxime Suzan,user,Verkor,,
,afiq.mat-jani@verkor.com,Afiq Mat Jani,user,Verkor,,
,david.thesse@verkor.com,David Thesse,user,Verkor,,
,cbernard@raja.fr,Cbernard,user,Raja,,
,camille.baude@verkor.com,Camille Baude,user,Verkor,,
,sophie.grondin@verkor.com,Sophie Grondin,user,Verkor,,
,leo.duchene@verkor.com,Leo Duchene,user,Verkor,,
,aurore.chatillon@verkor.com,Aurore Chatillon,user,Verkor,,
,jkefelian@raja.fr,Jkefelian,user,Raja,,
,quentin.gouverneur@verkor.com,Quentin Gouverneur,user,Verkor,,
,guillaume.queniart@verkor.com,Guillaume Queniart,user,Verkor,,
,louis.waeterloot@verkor.com,Louis Waeterloot,user,Verkor,,
,pierrick.rossignol@verkor.com,Pierrick Rossignol,user,Verkor,,
,noria_gherbi@connect-tech.sncf,Noria Gherbi Gherbi,viewer,Sncf Connect & Tech,,
,marilyn.deroo@verkor.com,Marilyn Deroo,user,Verkor,,
,louis.lenglet@verkor.com,Louis Lenglet,user,Verkor,,
,maxime.pacary@verkor.com,Maxime Pacary,user,Verkor,,
,karim.debruyne@verkor.com,Karim Debruyne,user,Verkor,,
,serge.khachatrian@verkor.com,Serge Khachatrian,user,Verkor,,
,mickael.sallaz-damaz@verkor.com,Mickael Sallaz Damaz,user,Verkor,,
,akash.umesh@verkor.com,Akash Umesh,user,Verkor,,
,leo.brondel@verkor.com,Leo Brondel,user,Verkor,,
,david.ryckembusch@verkor.com,David Ryckembusch,user,Verkor,,
,mathieu.blanchard@verkor.com,Mathieu Blanchard,user,Verkor,,
,morgan.lanteaume@verkor.com,Morgan Lanteaume,user,Verkor,,
,lea.clabaut@verkor.com,Lea Clabaut,user,Verkor,,
,caglar.berkan-sahin@verkor.com,Caglar Berkan Sahin,user,Verkor,,
,hugo.porcari@verkor.com,Hugo Porcari,user,Verkor,,
,mohd-hazzwan.bin-bohari@verkor.com,Mohd Hazzwan Bin Bohari,user,Verkor,,
,marius.decarvalho@verkor.com,Marius Decarvalho,user,Verkor,,
,ibrahim.boufallous@verkor.com,Ibrahim Boufallous,user,Verkor,,
,selma_harri@connect-tech.sncf,Selma Harri Harri,viewer,Sncf Connect & Tech,operations,
,agnes.thivolle@verkor.com,Agnes Thivolle,user,Verkor,,
,thomas.bomble@verkor.com,Thomas Bomble,user,Verkor,,
,suzana.bijelic.ac@raja.fr,Suzana Bijelic,user,Raja,,
,guillaume.marlier@verkor.com,Guillaume Marlier,user,Verkor,,
,virginie.kornowicz@verkor.com,Virginie Kornowicz,user,Verkor,,
,olivier.cormier@verkor.com,Olivier Cormier,user,Verkor,,
,lisa.iserable@verkor.com,Lisa Iserable,user,Verkor,,
,yangsu.kim@verkor.com,Yangsu Kim,user,Verkor,,
,tony.matte@verkor.com,Tony Matte,user,Verkor,,
,sebastien.guillaume@verkor.com,Sebastien Guillaume,user,Verkor,,
,pauline.briot@verkor.com,Pauline Briot,user,Verkor,,
,abdel-hadi.daher@verkor.com,Abdel Hadi Daher,user,Verkor,,
,nam-hyeong.hong@verkor.com,Nam Hyeong Hong,user,Verkor,,
,clara.bietrix@verkor.com,Clara Bietrix,user,Verkor,,
,ananie-borgia.kishore-kumar@verkor.com,Ananie Borgia Kishore Kumar,user,Verkor,,
,linda.berthier@verkor.com,Linda Berthier,user,Verkor,,
,florent.richard@verkor.com,Florent Richard,user,Verkor,,
,matthias.vermaut@verkor.com,Matthias Vermaut,user,Verkor,,
,florence.melin@verkor.com,Florence Melin,user,Verkor,,
,sebastien.russo@verkor.com,Sebastien Russo,user,Verkor,,
,laurent.lorio@verkor.com,Laurent Lorio,user,Verkor,,
,nicolas.boisson@verkor.com,Nicolas Boisson,user,Verkor,,
,joseph.dhuicq@verkor.com,Joseph Dhuicq,user,Verkor,,
,boris.dubois@verkor.com,Boris Dubois,user,Verkor,,
,charline.vanyper@verkor.com,Charline Vanyper,user,Verkor,,
,yannick.anquez@verkor.com,Yannick Anquez,user,Verkor,,
,guillaume.eychart@verkor.com,Guillaume Eychart,user,Verkor,,
,yunhong.park@verkor.com,Yunhong Park,user,Verkor,,
,adrien@verkor.com,Adrien,user,Verkor,,
,noor-naimah.binti-mahmud@verkor.com,Noor Naimah Binti Mahmud,user,Verkor,,
,david.mahieu@verkor.com,David Mahieu,user,Verkor,,
,alexis.pellerin@verkor.com,Alexis Pellerin,user,Verkor,,
,nicolas.canu@verkor.com,Nicolas Canu,user,Verkor,,
,yohan.martin@verkor.com,Yohan Martin,user,Verkor,,
,pham-thi.phuong@verkor.com,Pham Thi Phuong,user,Verkor,,
,nada.ibourk@verkor.com,Nada Ibourk,user,Verkor,,
,marine_zuber@connect-tech.sncf,Marine Zuber Zuber,viewer,Sncf Connect & Tech,,
,emmanuel_thys@connect-tech.sncf,Emmanuel Thys,viewer,Sncf Connect & Tech,it,
"avril 15, 2026, 6:09 PM",oussama@gourmey.com,Oussama Souguir I Gourmey,user,Supreme,operations,
"avril 15, 2026, 4:49 PM",arthur.plasmans@verkor.com,Arthur Plasmans,user,Verkor,partnerships,
"avril 15, 2026, 4:40 PM",dpabon@raja.fr,Diane Pourrat,user,Raja,sales,
"avril 15, 2026, 3:35 PM",margot.cussigh@verkor.com,Margot Cussigh,user,Verkor,procurement,
"avril 15, 2026, 3:29 PM",asoupin@raja.fr,Agnès Soupin,user,Raja,sales,
"avril 15, 2026, 3:27 PM",ceyda.taluy-erciyes@verkor.com,Ceyda Taluy Erciyes,user,Verkor,procurement,
"avril 15, 2026, 3:18 PM",samuel.bodinier@verkor.com,Samuel Bodinier,user,Verkor,procurement,
"avril 15, 2026, 3:12 PM",laetitia.villemaine@raja.fr,Laetitia Villemaine,manager,Raja,it,
"avril 15, 2026, 3:10 PM",etienne.duthoit@vital-meat.com,Etienne Duthoit,user,Supreme,general_management,
"avril 15, 2026, 2:49 PM",nicolas@gourmey.com,Nicolas Morin-Forest,manager,Supreme,general_management,CEO
"avril 15, 2026, 2:43 PM",camille.dujardin@raja.fr,Camille Dujardin,admin,Raja,legal,Responsable Juridique
"avril 15, 2026, 2:34 PM",elise@gourmey.com,Élise Merlet,admin,Supreme,legal,Head of IP & Legal
"avril 15, 2026, 12:35 PM",hugo@gourmey.com,Hugo Furtado I Gourmey,user,Supreme,rd,
"avril 15, 2026, 12:16 PM",eleonora.casalese@verkor.com,Eleonora Casalese,user,Verkor,finance,Buyer
"avril 15, 2026, 9:42 AM",donia.marzougui@verkor.com,Donia Marzougui,user,Verkor,finance,
"avril 15, 2026, 9:22 AM",anouk.marco@verkor.com,Anouk Marco,manager,Verkor,legal,
"avril 15, 2026, 9:20 AM",david.obahiagbon@vikingoffice.eu,David Obahiagbon,user,Raja,legal,Legal Director
"avril 15, 2026, 7:49 AM",noufel.sidali@verkor.com,Noufel Sidali,user,Verkor,procurement,
"avril 15, 2026, 7:18 AM",cecile_laval@connect-tech.sncf,Cécile Laval,viewer,Sncf Connect & Tech,general_management,
"avril 15, 2026, 7:02 AM",himadri.patel@verkor.com,Himadri Patel,user,Verkor,procurement,
"avril 15, 2026, 6:57 AM",elliott.alleaume@raja.fr,Elliott Alleaume,user,Raja,legal,
"avril 15, 2026, 1:09 AM",louis.roche@verkor.com,Louis Roche,user,Verkor,other,
"avril 14, 2026, 4:39 PM",ilasnier@raja.fr,Isabelle Lasnier,user,Raja,sales,
"avril 14, 2026, 3:00 PM",valerie.huguenin-bergenat@raja.fr,Valerie Huguenin Bergenat,user,Raja,sales,
"avril 14, 2026, 1:59 PM",lea.grisolet@verkor.com,Léa Grisolet,user,Verkor,procurement,
"avril 14, 2026, 1:30 PM",nathalie.milhet@verkor.com,Nathalie Milhet,user,Verkor,procurement,
"avril 14, 2026, 1:29 PM",sarah.mathe@raja.fr,Sarah Mathe,user,Raja,sales,
"avril 14, 2026, 1:27 PM",geoffroy.pudda@verkor.com,Geoffroy Pudda,admin,Verkor,procurement,
"avril 14, 2026, 1:23 PM",laurent.luquemorales@raja.fr,Laurent Luque-Morales,manager,Raja,sales,Directeur Commercial Adjoint
"avril 14, 2026, 1:16 PM",alexandre.mauger.ext@verkor.com,Alexandre Mauger,user,Verkor,procurement,
"avril 14, 2026, 1:09 PM",gery.bonduelle@verkor.com,Gery Bonduelle,user,Verkor,partnerships,Chief of Business Development
"avril 14, 2026, 12:19 PM",sarah@gourmey.com,Sarah Klai,user,Supreme,rd,
"avril 14, 2026, 9:43 AM",etienne@gourmey.com,Étienne Duthoit L Gourmey,user,Supreme,partnerships,
"avril 14, 2026, 9:07 AM",sarah.zair@raja.fr,Sarah Zair,manager,Raja,legal,
"avril 14, 2026, 9:06 AM",frederic.michaudet@verkor.com,Frédéric Michaudet,manager,Verkor,procurement,Indirect Sourcing Dir
"avril 14, 2026, 8:44 AM",florence_pinon@connect-tech.sncf,Florence Pinon,admin,Sncf Connect & Tech,legal,
"avril 14, 2026, 7:12 AM",jordan.godenaire@raja.fr,Jordan Godenaire,manager,Raja,customer_relationship,
"avril 14, 2026, 7:05 AM",clement.schoffen@verkor.com,Clément Schoffen,user,Verkor,marketing,
"avril 14, 2026, 6:00 AM",mlguimier@raja.fr,Marie-Laure Guimier,user,Raja,sales,
"avril 14, 2026, 2:03 AM",laurent.deleville.ext@verkor.com,Laurent Deleville,manager,Verkor,procurement,Interim Chief Sourcing Officer
"avril 14, 2026, 2:03 AM",wissam.habibi@verkor.com,Wissam Habibi,user,Verkor,procurement,
"avril 14, 2026, 2:02 AM",erwan.morvan@verkor.com,Erwan Morvan,user,Verkor,procurement,
"avril 13, 2026, 4:47 PM",cedric.goarant@verkor.com,Cédric Goarant,manager,Verkor,finance,CFO
"avril 13, 2026, 4:11 PM",yasmina.mounir@verkor.com,Yasmina Mounir,user,Verkor,procurement,
"avril 13, 2026, 4:10 PM",anais.bihr@raja.fr,Anaïs Bihr,user,Raja,it,
"avril 13, 2026, 4:04 PM",camille.squire@verkor.com,Camille Squire,admin,Verkor,legal,
"avril 13, 2026, 2:26 PM",yassine.belkaraouia@verkor.com,Yassine Belkaraouia,user,Verkor,procurement,
"avril 13, 2026, 12:42 PM",enzo.ribeiro@verkor.com,Enzo Ribeiro,user,Verkor,general_management,
"avril 13, 2026, 10:04 AM",eric_ravy@connect-tech.sncf,Eric Ravy,viewer,Sncf Connect & Tech,legal,
"avril 13, 2026, 8:52 AM",julia.halemba@verkor.com,Julia Halemba,manager,Verkor,legal,
"avril 13, 2026, 8:09 AM",david@gourmey.com,David Sturm I Gourmey,user,Supreme,rd,
"avril 13, 2026, 7:46 AM",simon.blanchard@verkor.com,Simon Blanchard,user,Verkor,procurement,
"avril 13, 2026, 6:59 AM",llother@raja.fr,Leslie Lother,user,Raja,other,
"avril 10, 2026, 4:27 PM",francois_arpin@connect-tech.sncf,François Arpin,viewer,Sncf Connect & Tech,it,
"avril 10, 2026, 1:44 PM",lisa.duvert@verkor.com,Lisa Duvert,user,Verkor,procurement,
"avril 10, 2026, 1:24 PM",valentine_brun@ext.connect-tech.sncf,Valentine Brun,viewer,Sncf Connect & Tech,procurement,
"avril 10, 2026, 11:53 AM",nathalie.morand@verkor.com,Nathalie Morand,user,Verkor,procurement,
"avril 10, 2026, 11:27 AM",jun.butel@verkor.com,Jun Butel,admin,Verkor,legal,
"avril 10, 2026, 10:24 AM",pdevomecourt@raja.fr,Pascale De Vomecourt,user,Raja,sales,
"avril 10, 2026, 9:12 AM",vijay.parsi@verkor.com,Vijay Parsi,manager,Verkor,operations,
"avril 10, 2026, 8:51 AM",thomas_monguin@connect-tech.sncf,Thomas Monguin,viewer,Sncf Connect & Tech,marketing,
"avril 9, 2026, 5:03 PM",thibaut.deleuze@raja.fr,Thibaut Deleuze,manager,Raja,sales,
"avril 9, 2026, 3:16 PM",julien.birene@raja.fr,Julien Birene,user,Raja,it,Group CISO
"avril 9, 2026, 2:55 PM",mathieu.zorelle@verkor.com,Mathieu Zorelle,user,Verkor,procurement,
"avril 9, 2026, 2:20 PM",georges-marie.desmouliere@verkor.com,Georges-Marie Desmouliere,manager,Verkor,finance,
"avril 9, 2026, 10:17 AM",daniel.jager@verkor.com,Daniel Jager,user,Verkor,procurement,
"avril 9, 2026, 10:05 AM",pierre-yves_brillard@connect-tech.sncf,Pierre-Yves Brillard,viewer,Sncf Connect & Tech,hr,
"avril 9, 2026, 8:30 AM",patricia.desjardins@raja.fr,Patricia Desjardins,user,Raja,sales,
"avril 8, 2026, 9:24 AM",corentin.chapeau@verkor.com,Corentin Chapeau,user,Verkor,procurement,
"avril 8, 2026, 9:02 AM",julie_baudry@connect-tech.sncf,Julie Baudry,admin,Sncf Connect & Tech,procurement,Responsable Achats
"avril 8, 2026, 8:37 AM",precilia.molon@verkor.com,Precilia Molon,user,Verkor,procurement,
"avril 8, 2026, 7:34 AM",corinne.franco@verkor.com,Corinne Franco,user,Verkor,procurement,
"avril 8, 2026, 7:30 AM",jonathan.gomez@verkor.com,Jonathan Gomez,user,Verkor,procurement,
"avril 7, 2026, 4:09 PM",thomas.lavergne@verkor.com,Thomas Lavergne,admin,Verkor,procurement,
"avril 7, 2026, 12:35 PM",manon_pernot@connect-tech.sncf,Manon Pernot,viewer,Sncf Connect & Tech,legal,
"avril 7, 2026, 9:31 AM",yannick.molmeret@verkor.com,Yannick Molmeret,user,Verkor,other,
"avril 3, 2026, 2:14 PM",onboarding@gotomorro.com,Onboarding Tomorro,admin,Raja,customer_relationship,Onboarding Tomorro
"avril 3, 2026, 10:23 AM",elisa.briones@verkor.com,Elisa Briones,user,Verkor,procurement,
"avril 2, 2026, 8:27 PM",hilel.chougui@verkor.com,Hilel Chougui,user,Verkor,legal,
"avril 2, 2026, 3:25 PM",benoit@verkor.com,Benoit Lemaignan,manager,Verkor,general_management,CEO
"avril 2, 2026, 3:25 PM",emilie.rondet@verkor.com,Emilie Rondet,user,Verkor,other,
"avril 2, 2026, 1:14 PM",christel.benoist@raja.fr,Christel Benoist,user,Raja,sales,
"avril 2, 2026, 11:56 AM",edouard.voegely@verkor.com,Edouard Voegely,user,Verkor,procurement,
"avril 2, 2026, 7:44 AM",cgerdy@raja.fr,Chrystelle Gerdy,user,Raja,sales,
"avril 1, 2026, 2:52 PM",amandine.toupet@raja.fr,Amandine Toupet,user,Raja,sales,
"avril 1, 2026, 2:43 PM",sandrine.scappaticci@raja.fr,Sandrine Scappaticci,user,Raja,sales,
"avril 1, 2026, 2:40 PM",virginie.durain@raja.fr,Virginie Durain,user,Raja,sales,
"avril 1, 2026, 2:39 PM",laurent.debrue@verkor.com,Laurent Debrue,user,Verkor,general_management,C.O.O.
"avril 1, 2026, 8:57 AM",edyta.krol@rajapack.pl,Edyta Król,user,Raja,rd,
"mars 31, 2026, 1:22 PM",james.bouille@raja.fr,James Bouille,user,Raja,sales,
"mars 31, 2026, 8:11 AM",shatton@rajapack.de,Svetlana Hatton,user,Raja,customer_relationship,
"mars 30, 2026, 1:23 PM",marvin.mompoint.ext@verkor.com,Marvin Mompoint,user,Verkor,procurement,
"mars 30, 2026, 1:00 PM",mmounier@raja.fr,Muriel Mounier,user,Raja,other,
"mars 30, 2026, 11:20 AM",nadia.grimm@raja.fr,Nadia Grimm,manager,Raja,sales,
"mars 27, 2026, 2:38 PM",chantal.mooring@verkor.com,Chantal Mooring,manager,Verkor,legal,
"mars 27, 2026, 2:34 PM",benoit.soria@raja.fr,Benoit Soria,user,Raja,sales,
"mars 27, 2026, 9:08 AM",christophe@verkor.com,Christophe Mille,user,Verkor,general_management,Co-Founder & Executive Technology Advisor
"mars 26, 2026, 5:45 PM",daniel.mendes@raja.fr,Daniel Mendes,user,Raja,finance,
"mars 26, 2026, 5:13 PM",dtabouret@raja.fr,David Tabouret,user,Raja,sales,
"mars 26, 2026, 2:40 PM",onboarding@gotomorro.com,Onboarding Tomorro,admin,Verkor,customer_relationship,Onboarding Tomorro
"mars 26, 2026, 2:19 PM",kevin_cuilhe@connect-tech.sncf,Kevin Cuilhe,viewer,Sncf Connect & Tech,procurement,
"mars 26, 2026, 11:36 AM",georgiana@gourmey.com,Georgiana Sopkovic,user,Supreme,finance,
"mars 25, 2026, 4:03 PM",julia.petitcolin@raja.fr,Julia Petitcolin,user,Raja,sales,
"mars 23, 2026, 1:34 PM",herve.wafo.ext@verkor.com,Hervé Wafo,user,Verkor,procurement,
"mars 23, 2026, 10:23 AM",isabelle.leurette@raja.fr,Isabelle Leurette,user,Raja,sales,
"mars 23, 2026, 9:42 AM",pauline.retaggi@raja.fr,Pauline Retaggi,user,Raja,sales,
"mars 20, 2026, 1:52 PM",isabelle@gourmey.com,Isabelle  Chabot Mc Neill L Gourmey,user,Supreme,finance,
"mars 19, 2026, 3:12 PM",edouard.atalay@verkor.com,Edouard Atalay,user,Verkor,other,
"mars 19, 2026, 11:49 AM",ulysse.bonnard@verkor.com,Ulysse Bonnard,user,Verkor,rd,
"mars 19, 2026, 9:11 AM",tami@gourmey.com,Tami Dumond I Gourmey,user,Supreme,other,
"mars 19, 2026, 8:12 AM",aymeric.le-thiec@verkor.com,Aymeric Le Thiec,user,Verkor,,
"mars 18, 2026, 4:55 PM",clara_caraes@connect-tech.sncf,Clara Caraës,viewer,Sncf Connect & Tech,legal,
"mars 18, 2026, 2:18 PM",pauline_chatin@connect-tech.sncf,Pauline Chatin,viewer,Sncf Connect & Tech,legal,
"mars 18, 2026, 2:16 PM",laura_lamotte@connect-tech.sncf,Laura Lamotte,viewer,Sncf Connect & Tech,procurement,
"mars 17, 2026, 4:33 PM",arnaud.darodda@raja.fr,Arnaud Da Rodda Langlois,user,Raja,,
"mars 16, 2026, 7:00 PM",johan.corso@raja.fr,Johan Corso,user,Raja,sales,
"mars 16, 2026, 12:46 PM",matthew.her@verkor.com,Matthew Her,user,Verkor,sales,
"mars 16, 2026, 10:20 AM",aicha_cisse@connect-tech.sncf,Aicha Cisse,viewer,Sncf Connect & Tech,procurement,
"mars 13, 2026, 4:22 PM",camilla.vachet@verkor.com,Camilla Vachet,manager,Verkor,procurement,Chief Sourcing Officer
"mars 13, 2026, 1:34 PM",damien.colungo@raja.fr,Damien Colungo,user,Raja,sales,
"mars 12, 2026, 10:12 AM",pauline.lhermitte@raja.fr,Pauline Lhermitte,user,Raja,sales,
"mars 12, 2026, 10:11 AM",sfleury@raja.fr,Sébastien Fleury,user,Raja,other,
"mars 11, 2026, 2:51 PM",mea@raja.fr,Marie Ea,user,Raja,sales,
"mars 11, 2026, 1:41 PM",edouard.desautel@verkor.com,Edouard Desautel,user,Verkor,sales,Chief of Sales
"mars 11, 2026, 12:39 PM",cecile.zuber@verkor.com,Cecile Zuber,user,Verkor,,DRH groupe
"mars 11, 2026, 9:29 AM",delphine@gourmey.com,Delphine Chantôme I Gourmey,user,Supreme,hr,
"mars 10, 2026, 3:49 PM",jordan_guiseppi@connect-tech.sncf,Jordan Guiseppi,viewer,Sncf Connect & Tech,legal,
"mars 10, 2026, 2:52 PM",christopher.cook@verkor.com,Christopher Cook,user,Verkor,rd,
"mars 10, 2026, 12:01 PM",patricia.chaaban@raja.fr,Patricia Chaaban,user,Raja,sales,
"mars 10, 2026, 10:08 AM",brice.kapelusz@raja.fr,Brice Kapelusz,manager,Raja,general_management,Directeur Général
"mars 10, 2026, 9:24 AM",sylvie.masteau@raja.fr,Sylvie Masteau,user,Raja,sales,
"mars 9, 2026, 5:37 PM",paola@gourmey.com,Paola Olmos,user,Supreme,general_management,
"mars 9, 2026, 2:25 PM",abdelaziz.sahraoui@raja.fr,Abdelaziz Sahraoui,user,Raja,sales,
"mars 5, 2026, 10:13 AM",aymeric.feiche@verkor.com,Aymeric Feiche,user,Verkor,rd,
"mars 4, 2026, 2:04 PM",claire.stromboni@verkor.com,Claire Stromboni,user,Verkor,,
"mars 4, 2026, 9:56 AM",jerome.vasseur@verkor.com,Jerome Vasseur,user,Verkor,finance,
"mars 3, 2026, 1:52 PM",kanika.goyal@verkor.com,Kanika Goyal,user,Verkor,finance,
"mars 3, 2026, 7:41 AM",victor@gourmey.com,Victor Sayous I Gourmey,manager,Supreme,general_management,
"mars 3, 2026, 6:42 AM",remy@gourmey.com,Remy Kusters I Gourmey,user,Supreme,rd,
"mars 2, 2026, 1:30 PM",clemence.ly@verkor.com,Clémence Ly,user,Verkor,rd,
"février 26, 2026, 9:45 AM",zineb.idrissi@verkor.com,Zineb Idrissi,user,Verkor,rd,
"février 24, 2026, 9:55 AM",brian@gourmey.com,Brian Chun I Gourmey,user,Supreme,operations,
"février 20, 2026, 10:12 AM",fabienne.moreau@raja.fr,Fabienne Moreau,user,Raja,sales,
"février 16, 2026, 3:12 PM",charne.geyser@verkor.com,Charne Geyser,user,Verkor,finance,
"février 10, 2026, 9:35 AM",julien.darvey@verkor.com,Julien Darvey,admin,Verkor,it,
"février 7, 2026, 12:11 AM",matthieu@gourmey.com,Matthieu,user,Supreme,operations,
"janvier 29, 2026, 8:27 AM",antonio@gourmey.com,Antonio Villarreal Larrauri,user,Supreme,rd,
"janvier 29, 2026, 7:30 AM",gregory.mack@verkor.com,Grégory Mack,user,Verkor,procurement,
"janvier 28, 2026, 5:26 PM",jacques.fermier@verkor.com,Jacques Fermier,user,Verkor,general_management,
"janvier 27, 2026, 10:27 AM",helene.derly@verkor.com,Hélène Derly,user,Verkor,operations,
"janvier 23, 2026, 9:29 AM",philippe@verkor.com,Philippe Chain,user,Verkor,general_management,
"janvier 16, 2026, 8:31 AM",alice.robba@verkor.com,Alice Robba,user,Verkor,rd,
"janvier 14, 2026, 1:56 PM",sophie_vittori@connect-tech.sncf,Sophie Vittori,viewer,Sncf Connect & Tech,other,
